,oddsportal,matchday,home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,betexplorer
137,soccer/england/premier-league-2021-2022/wolves-leicester-tWBncip9,20.02.,Wolves,Leicester,2:1,2.20,3.23,3.61,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
138,soccer/england/premier-league-2021-2022/arsenal-brentford-lxm9qYF9,19.02.,Arsenal,Brentford,2:1,1.54,3.91,7.16,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
139,soccer/england/premier-league-2021-2022/aston-villa-watford-2uiDrhVF,19.02.,Aston Villa,Watford,0:1,1.65,3.93,5.54,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
140,soccer/england/premier-league-2021-2022/brighton-burnley-p4tIsCpM,19.02.,Brighton,Burnley,0:3,1.63,3.76,6.20,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
141,soccer/england/premier-league-2021-2022/crystal-palace-chelsea-OfuMtWaS,19.02.,Crystal Palace,Chelsea,0:1,5.61,3.71,1.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
142,soccer/england/premier-league-2021-2022/liverpool-norwich-fwWiyANk,19.02.,Liverpool,Norwich,3:1,1.13,9.36,22.42,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
143,soccer/england/premier-league-2021-2022/manchester-city-tottenham-x2LdzUxd,19.02.,Manchester City,Tottenham,2:3,1.27,6.11,10.85,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
144,soccer/england/premier-league-2021-2022/southampton-everton-lxP0Zmh2,19.02.,Southampton,Everton,2:0,2.08,3.54,3.60,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
145,soccer/england/premier-league-2021-2022/west-ham-newcastle-utd-2uDrbXU2,19.02.,West Ham,Newcastle,1:1,1.65,4.02,5.41,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
146,soccer/england/premier-league-2021-2022/manchester-united-brighton-dluJNyy0,15.02.,Manchester Utd,Brighton,2:0,1.85,3.56,4.56,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
147,soccer/england/premier-league-2021-2022/burnley-liverpool-UcovWEoA,13.02.,Burnley,Liverpool,0:1,12.97,6.70,1.23,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
148,soccer/england/premier-league-2021-2022/leicester-west-ham-KnviTCVS,13.02.,Leicester,West Ham,2:2,2.88,3.49,2.45,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
149,soccer/england/premier-league-2021-2022/newcastle-utd-aston-villa-jVUMNjgj,13.02.,Newcastle,Aston Villa,1:0,2.78,3.38,2.59,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
150,soccer/england/premier-league-2021-2022/tottenham-wolves-GOl1ofoc,13.02.,Tottenham,Wolves,0:2,1.69,3.69,5.55,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
151,soccer/england/premier-league-2021-2022/brentford-crystal-palace-j7nzXfW3,12.02.,Brentford,Crystal Palace,0:0,2.92,3.07,2.69,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
152,soccer/england/premier-league-2021-2022/everton-leeds-xOlnUhGM,12.02.,Everton,Leeds,3:0,2.50,3.55,2.80,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
153,soccer/england/premier-league-2021-2022/manchester-united-southampton-d8VIOWwp,12.02.,Manchester Utd,Southampton,1:1,1.56,4.47,5.70,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
154,soccer/england/premier-league-2021-2022/norwich-manchester-city-ULTQMA8d,12.02.,Norwich,Manchester City,0:4,16.10,7.31,1.19,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
155,soccer/england/premier-league-2021-2022/watford-brighton-fFm5pE03,12.02.,Watford,Brighton,0:2,3.77,3.28,2.12,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
156,soccer/england/premier-league-2021-2022/liverpool-leicester-lMtsP6YP,10.02.,Liverpool,Leicester,2:0,1.21,7.27,12.93,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
157,soccer/england/premier-league-2021-2022/wolves-arsenal-rPki2qRC,10.02.,Wolves,Arsenal,0:1,3.69,3.18,2.21,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
158,soccer/england/premier-league-2021-2022/aston-villa-leeds-YXtw77Cs,09.02.,Aston Villa,Leeds,3:3,1.92,3.81,3.92,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
159,soccer/england/premier-league-2021-2022/manchester-city-brentford-f3J9KQts,09.02.,Manchester City,Brentford,2:0,1.09,10.94,30.13,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
160,soccer/england/premier-league-2021-2022/norwich-crystal-palace-ncdr45d0,09.02.,Norwich,Crystal Palace,1:1,3.54,3.25,2.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
161,soccer/england/premier-league-2021-2022/tottenham-southampton-AVswQnJJ,09.02.,Tottenham,Southampton,2:3,1.58,4.18,5.82,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
162,soccer/england/premier-league-2021-2022/burnley-manchester-united-hzcv5osf,08.02.,Burnley,Manchester Utd,1:1,6.22,4.20,1.56,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
163,soccer/england/premier-league-2021-2022/newcastle-utd-everton-MFle13tJ,08.02.,Newcastle,Everton,3:1,2.51,3.34,2.91,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
164,soccer/england/premier-league-2021-2022/west-ham-watford-000n3PB6,08.02.,West Ham,Watford,1:0,1.54,4.25,6.42,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
165,soccer/england/premier-league-2021-2022/burnley-watford-Agb7SQMR,05.02.,Burnley,Watford,0:0,2.19,3.26,3.60,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
166,soccer/england/premier-league-2021-2022/arsenal-burnley-ObVXcUZQ,23.01.,Arsenal,Burnley,0:0,1.30,5.39,11.11,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
167,soccer/england/premier-league-2021-2022/chelsea-tottenham-hEL3h8cl,23.01.,Chelsea,Tottenham,2:0,1.73,3.78,5.03,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
168,soccer/england/premier-league-2021-2022/crystal-palace-liverpool-zwB8iSCf,23.01.,Crystal Palace,Liverpool,1:3,5.92,4.16,1.57,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
169,soccer/england/premier-league-2021-2022/leicester-brighton-MgDKlQdD,23.01.,Leicester,Brighton,1:1,2.58,3.42,2.76,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
170,soccer/england/premier-league-2021-2022/brentford-wolves-tvIaglrr,22.01.,Brentford,Wolves,1:2,2.47,3.05,3.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
171,soccer/england/premier-league-2021-2022/everton-aston-villa-ET9CjnS0,22.01.,Everton,Aston Villa,0:1,2.73,3.40,2.63,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
172,soccer/england/premier-league-2021-2022/leeds-newcastle-utd-r3EGk6s7,22.01.,Leeds,Newcastle,0:1,1.89,3.87,3.93,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
173,soccer/england/premier-league-2021-2022/manchester-united-west-ham-Obi3D9ZD,22.01.,Manchester Utd,West Ham,1:0,2.08,3.62,3.50,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
174,soccer/england/premier-league-2021-2022/southampton-manchester-city-x2e7CTlK,22.01.,Southampton,Manchester City,1:1,10.78,5.99,1.28,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
175,soccer/england/premier-league-2021-2022/watford-norwich-WOfBBm4Q,21.01.,Watford,Norwich,0:3,2.03,3.52,3.76,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
176,soccer/england/premier-league-2021-2022/brentford-manchester-united-xt0aUnhF,19.01.,Brentford,Manchester Utd,1:3,4.55,3.70,1.81,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
177,soccer/england/premier-league-2021-2022/leicester-tottenham-nFkZNpVr,19.01.,Leicester,Tottenham,2:3,3.20,3.40,2.28,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
178,soccer/england/premier-league-2021-2022/brighton-chelsea-Eqbz6RRm,18.01.,Brighton,Chelsea,1:1,5.54,3.77,1.67,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
179,soccer/england/premier-league-2021-2022/liverpool-brentford-0KdQvkTl,16.01.,Liverpool,Brentford,3:0,1.27,6.12,11.19,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
180,soccer/england/premier-league-2021-2022/west-ham-leeds-SWyPaj5E,16.01.,West Ham,Leeds,2:3,1.67,4.21,4.87,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
181,soccer/england/premier-league-2021-2022/aston-villa-manchester-united-neVlbwU9,15.01.,Aston Villa,Manchester Utd,2:2,2.54,3.49,2.78,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
182,soccer/england/premier-league-2021-2022/manchester-city-chelsea-vBeUw9re,15.01.,Manchester City,Chelsea,1:0,1.63,4.19,5.27,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
183,soccer/england/premier-league-2021-2022/newcastle-utd-watford-MZpZxTc1,15.01.,Newcastle,Watford,1:1,1.83,3.75,4.33,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
184,soccer/england/premier-league-2021-2022/norwich-everton-zwkwxmD7,15.01.,Norwich,Everton,2:1,3.40,3.31,2.24,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
185,soccer/england/premier-league-2021-2022/wolves-southampton-p8WTbAKK,15.01.,Wolves,Southampton,3:1,2.43,3.07,3.26,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
186,soccer/england/premier-league-2021-2022/brighton-crystal-palace-UJKgccqG,14.01.,Brighton,Crystal Palace,1:1,2.04,3.35,3.96,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
187,soccer/england/premier-league-2021-2022/west-ham-norwich-hzLHrwDP,12.01.,West Ham,Norwich,2:0,1.40,4.95,7.96,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
188,soccer/england/premier-league-2021-2022/southampton-brentford-4ErRLF5C,11.01.,Southampton,Brentford,4:1,2.18,3.31,3.56,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
189,soccer/england/premier-league-2021-2022/manchester-united-wolves-0vTx1upi,03.01.,Manchester Utd,Wolves,0:1,1.67,3.77,5.57,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
190,soccer/england/premier-league-2021-2022/brentford-aston-villa-f16BpKaA,02.01.,Brentford,Aston Villa,2:1,2.87,3.22,2.59,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
191,soccer/england/premier-league-2021-2022/chelsea-liverpool-Yi5FqvFG,02.01.,Chelsea,Liverpool,2:2,2.60,3.48,2.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
192,soccer/england/premier-league-2021-2022/everton-brighton-SjbOsIqT,02.01.,Everton,Brighton,2:3,2.84,3.11,2.70,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
193,soccer/england/premier-league-2021-2022/leeds-burnley-pWpjwxhp,02.01.,Leeds,Burnley,3:1,2.05,3.58,3.62,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
194,soccer/england/premier-league-2021-2022/arsenal-manchester-city-QR17o0p4,01.01.,Arsenal,Manchester City,1:2,5.21,4.20,1.63,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
195,soccer/england/premier-league-2021-2022/crystal-palace-west-ham-GGfKrbUM,01.01.,Crystal Palace,West Ham,2:3,3.41,3.32,2.22,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
196,soccer/england/premier-league-2021-2022/watford-tottenham-YiRpaJE3,01.01.,Watford,Tottenham,0:1,5.66,4.10,1.61,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
197,soccer/england/premier-league-2021-2022/manchester-united-burnley-j99fl20o,30.12.2021,Manchester Utd,Burnley,3:1,1.37,5.00,8.93,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
198,soccer/england/premier-league-2021-2022/brentford-manchester-city-8UFyYtG4,29.12.2021,Brentford,Manchester City,0:1,16.43,8.32,1.17,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
199,soccer/england/premier-league-2021-2022/chelsea-brighton-MXJuX0VA,29.12.2021,Chelsea,Brighton,1:1,1.35,4.95,10.19,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
200,soccer/england/premier-league-2021-2022/crystal-palace-norwich-GfJqWKpH,28.12.2021,Crystal Palace,Norwich,3:0,1.74,3.55,5.29,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
201,soccer/england/premier-league-2021-2022/leicester-liverpool-x6LCPINp,28.12.2021,Leicester,Liverpool,1:0,8.71,6.12,1.31,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
202,soccer/england/premier-league-2021-2022/southampton-tottenham-4CDbmMFi,28.12.2021,Southampton,Tottenham,1:1,3.70,3.41,2.09,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
203,soccer/england/premier-league-2021-2022/watford-west-ham-ny33ntVc,28.12.2021,Watford,West Ham,1:4,3.54,3.69,2.05,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
204,soccer/england/premier-league-2021-2022/newcastle-utd-manchester-united-Kjh9YhkI,27.12.2021,Newcastle,Manchester Utd,1:1,6.43,4.66,1.49,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
205,soccer/england/premier-league-2021-2022/aston-villa-chelsea-x8dlwHzm,26.12.2021,Aston Villa,Chelsea,1:3,5.17,3.76,1.72,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
206,soccer/england/premier-league-2021-2022/brighton-brentford-jB0hxyjg,26.12.2021,Brighton,Brentford,2:0,1.95,3.40,4.26,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
207,soccer/england/premier-league-2021-2022/manchester-city-leicester-t0g5ZYZB,26.12.2021,Manchester City,Leicester,6:3,1.13,9.87,18.12,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
208,soccer/england/premier-league-2021-2022/norwich-arsenal-EDiDXC4O,26.12.2021,Norwich,Arsenal,0:5,6.46,4.45,1.51,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
209,soccer/england/premier-league-2021-2022/tottenham-crystal-palace-CbAGWWJU,26.12.2021,Tottenham,Crystal Palace,3:0,1.71,3.80,5.12,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
210,soccer/england/premier-league-2021-2022/west-ham-southampton-vkOKyPGu,26.12.2021,West Ham,Southampton,2:3,1.95,3.66,3.91,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
211,soccer/england/premier-league-2021-2022/newcastle-utd-manchester-city-jBvNMej6,19.12.2021,Newcastle,Manchester City,0:4,20.71,9.41,1.13,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
212,soccer/england/premier-league-2021-2022/tottenham-liverpool-nwYVKZKI,19.12.2021,Tottenham,Liverpool,2:2,4.85,4.14,1.68,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
213,soccer/england/premier-league-2021-2022/wolves-chelsea-fq7qvcLt,19.12.2021,Wolves,Chelsea,0:0,5.43,3.41,1.77,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
214,soccer/england/premier-league-2021-2022/leeds-arsenal-IctFOHLg,18.12.2021,Leeds,Arsenal,1:4,5.79,4.31,1.57,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
215,soccer/england/premier-league-2021-2022/chelsea-everton-x4rnLrF1,16.12.2021,Chelsea,Everton,1:1,1.20,6.81,16.66,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
216,soccer/england/premier-league-2021-2022/liverpool-newcastle-utd-GfsjK2U7,16.12.2021,Liverpool,Newcastle,3:1,1.11,10.61,24.47,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
217,soccer/england/premier-league-2021-2022/arsenal-west-ham-AJT2VSx9,15.12.2021,Arsenal,West Ham,2:0,2.08,3.57,3.55,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
218,soccer/england/premier-league-2021-2022/brighton-wolves-GWb3T67L,15.12.2021,Brighton,Wolves,0:1,2.06,3.18,4.19,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
219,soccer/england/premier-league-2021-2022/crystal-palace-southampton-8UwrMOae,15.12.2021,Crystal Palace,Southampton,2:2,2.09,3.37,3.75,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
220,soccer/england/premier-league-2021-2022/manchester-city-leeds-IaLYrn78,14.12.2021,Manchester City,Leeds,7:0,1.15,9.05,17.43,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
221,soccer/england/premier-league-2021-2022/norwich-aston-villa-UwuvN4pk,14.12.2021,Norwich,Aston Villa,0:2,3.71,3.36,2.11,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
222,soccer/england/premier-league-2021-2022/burnley-west-ham-COcYFmwM,12.12.2021,Burnley,West Ham,0:0,3.43,3.45,2.16,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
223,soccer/england/premier-league-2021-2022/crystal-palace-everton-r7l4AR0q,12.12.2021,Crystal Palace,Everton,3:1,2.23,3.19,3.55,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
224,soccer/england/premier-league-2021-2022/leicester-newcastle-utd-Mcm89oGk,12.12.2021,Leicester,Newcastle,4:0,1.73,4.00,4.65,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
225,soccer/england/premier-league-2021-2022/arsenal-southampton-O25LIkg3,11.12.2021,Arsenal,Southampton,3:0,1.75,3.89,4.71,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
226,soccer/england/premier-league-2021-2022/chelsea-leeds-jFdxF7hS,11.12.2021,Chelsea,Leeds,3:2,1.24,6.59,12.87,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
227,soccer/england/premier-league-2021-2022/liverpool-aston-villa-4MxD85Ve,11.12.2021,Liverpool,Aston Villa,1:0,1.24,6.72,11.96,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
228,soccer/england/premier-league-2021-2022/manchester-city-wolves-IPtH7Pp2,11.12.2021,Manchester City,Wolves,1:0,1.17,7.74,18.30,https://www.betexplorer.com/soccer/england/premier-league-2021-2022/results/
