home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
MK Dons,Wycombe,1:0,2.28,3.37,3.05,2021-09-25,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,2.28,True
Morecambe,Accrington,3:3,2.47,3.31,2.79,2021-09-25,2021-09,england,2022,league-one-2021,3.0,3.0,N,1.0,3.31,False
Oxford Utd,Gillingham,1:1,1.58,4.04,5.51,2021-09-25,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,4.04,False
Plymouth,Doncaster,2:1,1.7,3.81,4.69,2021-09-25,2021-09,england,2022,league-one-2021,2.0,1.0,1,0.0,1.7,True
Rotherham,Crewe,1:1,1.54,4.21,5.78,2021-09-25,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,4.21,False
Shrewsbury,AFC Wimbledon,2:1,2.56,3.21,2.75,2021-09-25,2021-09,england,2022,league-one-2021,2.0,1.0,1,0.0,2.56,True
Sunderland,Bolton,1:0,1.88,3.64,3.92,2021-09-25,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,1.88,True
Wigan,Cheltenham,2:0,1.74,3.63,4.74,2021-09-25,2021-09,england,2022,league-one-2021,2.0,0.0,1,0.0,1.74,True
Crewe,Morecambe,1:3,2.09,3.32,3.53,2021-09-21,2021-09,england,2022,league-one-2021,1.0,3.0,2,2.0,3.53,False
Gillingham,Charlton,1:1,3.08,3.22,2.33,2021-09-21,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.22,False
Portsmouth,Plymouth,2:2,1.98,3.42,3.79,2021-09-21,2021-09,england,2022,league-one-2021,2.0,2.0,N,1.0,3.42,False
Accrington,Wigan,1:4,3.16,3.25,2.27,2021-09-18,2021-09,england,2022,league-one-2021,1.0,4.0,2,2.0,2.27,True
AFC Wimbledon,Plymouth,0:1,2.36,3.29,2.97,2021-09-18,2021-09,england,2022,league-one-2021,0.0,1.0,2,2.0,2.97,False
Bolton,Rotherham,0:2,2.88,3.27,2.44,2021-09-18,2021-09,england,2022,league-one-2021,0.0,2.0,2,2.0,2.44,True
Cheltenham,Oxford Utd,1:0,2.74,3.23,2.58,2021-09-18,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,2.74,False
Crewe,Burton,2:0,2.4,3.23,2.96,2021-09-18,2021-09,england,2022,league-one-2021,2.0,0.0,1,0.0,2.4,True
Doncaster,Morecambe,1:0,2.28,3.29,3.13,2021-09-18,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,2.28,True
Fleetwood,Sunderland,2:2,3.71,3.19,2.08,2021-09-18,2021-09,england,2022,league-one-2021,2.0,2.0,N,1.0,3.19,False
Gillingham,MK Dons,1:4,3.25,3.58,2.1,2021-09-18,2021-09,england,2022,league-one-2021,1.0,4.0,2,2.0,2.1,True
Lincoln,Ipswich,0:1,2.24,3.33,3.15,2021-09-18,2021-09,england,2022,league-one-2021,0.0,1.0,2,2.0,3.15,False
Portsmouth,Cambridge Utd,1:2,1.59,3.94,5.68,2021-09-18,2021-09,england,2022,league-one-2021,1.0,2.0,2,2.0,5.68,False
Sheffield Wed,Shrewsbury,1:1,1.76,3.37,5.03,2021-09-18,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.37,False
Wycombe,Charlton,2:1,1.91,3.5,3.94,2021-09-18,2021-09,england,2022,league-one-2021,2.0,1.0,1,0.0,1.91,True
Lincoln,Rotherham,1:1,2.95,3.32,2.36,2021-09-14,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.32,False
Burton,Gillingham,1:1,2.12,3.34,3.42,2021-09-11,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.34,False
Cambridge Utd,Lincoln,1:5,3.31,3.39,2.14,2021-09-11,2021-09,england,2022,league-one-2021,1.0,5.0,2,2.0,2.14,True
Charlton,Cheltenham,1:2,2.02,3.28,3.8,2021-09-11,2021-09,england,2022,league-one-2021,1.0,2.0,2,2.0,3.8,False
Ipswich,Bolton,2:5,2.21,3.25,3.31,2021-09-11,2021-09,england,2022,league-one-2021,2.0,5.0,2,2.0,3.31,False
MK Dons,Portsmouth,1:0,2.45,3.21,2.9,2021-09-11,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,2.45,True
Morecambe,AFC Wimbledon,3:4,2.95,3.29,2.39,2021-09-11,2021-09,england,2022,league-one-2021,3.0,4.0,2,2.0,2.39,True
Oxford Utd,Wycombe,0:0,2.33,3.4,2.94,2021-09-11,2021-09,england,2022,league-one-2021,0.0,0.0,N,1.0,3.4,False
Plymouth,Sheffield Wed,3:0,3.09,3.29,2.29,2021-09-11,2021-09,england,2022,league-one-2021,3.0,0.0,1,0.0,3.09,False
Rotherham,Fleetwood,2:4,1.65,3.67,5.45,2021-09-11,2021-09,england,2022,league-one-2021,2.0,4.0,2,2.0,5.45,False
Shrewsbury,Crewe,1:1,2.34,3.15,3.14,2021-09-11,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.15,False
Sunderland,Accrington,2:1,1.73,3.62,4.81,2021-09-11,2021-09,england,2022,league-one-2021,2.0,1.0,1,0.0,1.73,True
Wigan,Doncaster,2:1,1.59,3.87,5.74,2021-09-11,2021-09,england,2022,league-one-2021,2.0,1.0,1,0.0,1.59,True
Bolton,Burton,0:0,2.15,3.43,3.2,2021-09-06,2021-09,england,2022,league-one-2021,0.0,0.0,N,1.0,3.43,False
Accrington,Shrewsbury,1:0,2.11,3.3,3.48,2021-09-04,2021-09,england,2022,league-one-2021,1.0,0.0,1,0.0,2.11,True
AFC Wimbledon,Oxford Utd,3:1,2.82,3.26,2.49,2021-09-04,2021-09,england,2022,league-one-2021,3.0,1.0,1,0.0,2.82,False
Cheltenham,MK Dons,1:1,2.24,3.32,3.16,2021-09-04,2021-09,england,2022,league-one-2021,1.0,1.0,N,1.0,3.32,False
Cambridge Utd,Bolton,1:0,2.95,3.35,2.35,2021-08-28,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,2.95,False
Charlton,Crewe,2:0,1.91,3.47,4.0,2021-08-28,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.91,True
Ipswich,AFC Wimbledon,2:2,1.95,3.38,3.94,2021-08-28,2021-08,england,2022,league-one-2021,2.0,2.0,N,1.0,3.38,False
MK Dons,Accrington,2:0,1.93,3.66,3.66,2021-08-28,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.93,True
Morecambe,Sheffield Wed,1:0,4.48,3.36,1.85,2021-08-28,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,4.48,False
Oxford Utd,Lincoln,3:1,1.97,3.53,3.67,2021-08-28,2021-08,england,2022,league-one-2021,3.0,1.0,1,0.0,1.97,True
Plymouth,Fleetwood,1:1,2.15,3.34,3.37,2021-08-28,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.34,False
Rotherham,Doncaster,2:0,1.51,4.11,6.45,2021-08-28,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.51,True
Shrewsbury,Gillingham,2:1,2.25,3.17,3.32,2021-08-28,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.25,True
Sunderland,Wycombe,3:1,1.87,3.49,4.16,2021-08-28,2021-08,england,2022,league-one-2021,3.0,1.0,1,0.0,1.87,True
Wigan,Portsmouth,1:0,2.42,3.2,2.98,2021-08-28,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,2.42,True
Burton,Cheltenham,1:1,2.67,3.14,2.68,2021-08-27,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.14,False
Bolton,Oxford Utd,2:1,2.57,3.4,2.62,2021-08-21,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.57,True
Cambridge Utd,Burton,3:0,2.94,3.18,2.44,2021-08-21,2021-08,england,2022,league-one-2021,3.0,0.0,1,0.0,2.94,False
Charlton,Wigan,0:2,2.47,3.22,2.89,2021-08-21,2021-08,england,2022,league-one-2021,0.0,2.0,2,2.0,2.89,False
Crewe,Accrington,0:1,2.45,3.41,2.75,2021-08-21,2021-08,england,2022,league-one-2021,0.0,1.0,2,2.0,2.75,False
Doncaster,Portsmouth,0:0,3.35,3.25,2.19,2021-08-21,2021-08,england,2022,league-one-2021,0.0,0.0,N,1.0,3.25,False
Fleetwood,Cheltenham,3:2,2.68,2.99,2.79,2021-08-21,2021-08,england,2022,league-one-2021,3.0,2.0,1,0.0,2.68,True
Gillingham,Morecambe,2:1,2.44,3.27,2.88,2021-08-21,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.44,True
Ipswich,MK Dons,2:2,1.86,3.56,4.09,2021-08-21,2021-08,england,2022,league-one-2021,2.0,2.0,N,1.0,3.56,False
Rotherham,Sheffield Wed,0:2,2.26,3.12,3.31,2021-08-21,2021-08,england,2022,league-one-2021,0.0,2.0,2,2.0,3.31,False
Shrewsbury,Plymouth,0:3,2.43,3.21,2.94,2021-08-21,2021-08,england,2022,league-one-2021,0.0,3.0,2,2.0,2.94,False
Sunderland,AFC Wimbledon,1:0,1.72,3.61,4.9,2021-08-21,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,1.72,True
Wycombe,Lincoln,1:0,2.26,3.33,3.13,2021-08-21,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,2.26,True
Accrington,Doncaster,1:0,1.94,3.53,3.76,2021-08-17,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,1.94,True
AFC Wimbledon,Gillingham,1:1,2.11,3.18,3.65,2021-08-17,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.18,False
Burton,Sunderland,1:0,3.38,3.2,2.21,2021-08-17,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,3.38,False
Cheltenham,Ipswich,2:1,2.61,3.08,2.81,2021-08-17,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.61,True
Lincoln,Bolton,0:1,2.02,3.49,3.54,2021-08-17,2021-08,england,2022,league-one-2021,0.0,1.0,2,2.0,3.54,False
MK Dons,Charlton,2:1,2.57,3.37,2.65,2021-08-17,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.57,True
Morecambe,Rotherham,0:1,3.66,3.38,2.03,2021-08-17,2021-08,england,2022,league-one-2021,0.0,1.0,2,2.0,2.03,True
Oxford Utd,Crewe,1:0,1.71,3.7,4.8,2021-08-17,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,1.71,True
Plymouth,Cambridge Utd,1:1,1.77,3.67,4.39,2021-08-17,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.67,False
Portsmouth,Shrewsbury,1:0,1.62,3.75,5.51,2021-08-17,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,1.62,True
Sheffield Wed,Fleetwood,1:0,1.92,3.24,4.29,2021-08-17,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,1.92,True
Wigan,Wycombe,1:1,2.43,3.25,2.91,2021-08-17,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.25,False
Accrington,Cambridge Utd,2:1,1.8,3.72,4.18,2021-08-14,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,1.8,True
AFC Wimbledon,Bolton,3:3,2.37,3.36,2.91,2021-08-14,2021-08,england,2022,league-one-2021,3.0,3.0,N,1.0,3.36,False
Burton,Ipswich,2:1,2.77,3.17,2.57,2021-08-14,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.77,False
Cheltenham,Wycombe,1:3,2.53,3.07,2.93,2021-08-14,2021-08,england,2022,league-one-2021,1.0,3.0,2,2.0,2.93,False
Lincoln,Fleetwood,2:1,2.07,3.26,3.66,2021-08-14,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.07,True
MK Dons,Sunderland,1:2,2.99,3.29,2.35,2021-08-14,2021-08,england,2022,league-one-2021,1.0,2.0,2,2.0,2.35,True
Morecambe,Shrewsbury,2:0,2.59,3.11,2.79,2021-08-14,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,2.59,True
Oxford Utd,Charlton,2:1,2.42,3.07,3.06,2021-08-14,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.42,True
Plymouth,Gillingham,1:0,2.22,3.53,3.04,2021-08-14,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,2.22,True
Portsmouth,Crewe,2:0,1.8,3.56,4.39,2021-08-14,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.8,True
Sheffield Wed,Doncaster,2:0,1.68,3.68,5.15,2021-08-14,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.68,True
Wigan,Rotherham,1:0,2.88,3.38,2.38,2021-08-14,2021-08,england,2022,league-one-2021,1.0,0.0,1,0.0,2.88,False
Bolton,MK Dons,3:3,2.19,3.44,3.17,2021-08-07,2021-08,england,2022,league-one-2021,3.0,3.0,N,1.0,3.44,False
Cambridge Utd,Oxford Utd,1:1,3.57,3.43,2.04,2021-08-07,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.43,False
Charlton,Sheffield Wed,0:0,2.51,3.2,2.83,2021-08-07,2021-08,england,2022,league-one-2021,0.0,0.0,N,1.0,3.2,False
Crewe,Cheltenham,1:1,2.28,3.07,3.32,2021-08-07,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.07,False
Doncaster,AFC Wimbledon,1:2,2.39,3.31,2.91,2021-08-07,2021-08,england,2022,league-one-2021,1.0,2.0,2,2.0,2.91,False
Fleetwood,Portsmouth,0:1,2.91,3.14,2.48,2021-08-07,2021-08,england,2022,league-one-2021,0.0,1.0,2,2.0,2.48,True
Gillingham,Lincoln,1:1,2.95,3.2,2.42,2021-08-07,2021-08,england,2022,league-one-2021,1.0,1.0,N,1.0,3.2,False
Ipswich,Morecambe,2:2,1.57,3.93,5.81,2021-08-07,2021-08,england,2022,league-one-2021,2.0,2.0,N,1.0,3.93,False
Rotherham,Plymouth,2:0,1.62,4.03,5.15,2021-08-07,2021-08,england,2022,league-one-2021,2.0,0.0,1,0.0,1.62,True
Shrewsbury,Burton,0:1,2.31,3.17,3.22,2021-08-07,2021-08,england,2022,league-one-2021,0.0,1.0,2,2.0,3.22,False
Sunderland,Wigan,2:1,2.15,3.32,3.38,2021-08-07,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.15,True
Wycombe,Accrington,2:1,2.03,3.37,3.67,2021-08-07,2021-08,england,2022,league-one-2021,2.0,1.0,1,0.0,2.03,True
Angers,Montpellier,2:0,2.08,3.63,3.41,2022-05-21,2022-05,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.08,True
Brest,Bordeaux,2:4,1.63,4.43,4.72,2022-05-21,2022-05,france,2022,ligue-1-2021,2.0,4.0,2,2.0,4.72,False
Clermont,Lyon,1:2,3.54,4.08,1.91,2022-05-21,2022-05,france,2022,ligue-1-2021,1.0,2.0,2,2.0,1.91,True
Lens,Monaco,2:2,3.21,3.79,2.1,2022-05-21,2022-05,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.79,False
Lille,Rennes,2:2,3.51,3.73,1.99,2022-05-21,2022-05,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.73,False
Lorient,Troyes,1:1,2.22,3.51,3.18,2022-05-21,2022-05,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.51,False
Marseille,Strasbourg,4:0,2.17,3.25,3.54,2022-05-21,2022-05,france,2022,ligue-1-2021,4.0,0.0,1,0.0,2.17,True
Nantes,St Etienne,1:1,2.43,3.54,2.78,2022-05-21,2022-05,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.54,False
Paris SG,Metz,5:0,1.13,9.7,17.01,2022-05-21,2022-05,france,2022,ligue-1-2021,5.0,0.0,1,0.0,1.13,True
Reims,Nice,2:3,3.9,3.7,1.9,2022-05-21,2022-05,france,2022,ligue-1-2021,2.0,3.0,2,2.0,1.9,True
Bordeaux,Lorient,0:0,2.42,3.31,2.98,2022-05-14,2022-05,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.31,False
Lyon,Nantes,3:2,1.46,5.07,5.84,2022-05-14,2022-05,france,2022,ligue-1-2021,3.0,2.0,1,0.0,1.46,True
Metz,Angers,1:0,2.25,3.53,3.1,2022-05-14,2022-05,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.25,True
Monaco,Brest,4:2,1.21,6.96,12.18,2022-05-14,2022-05,france,2022,ligue-1-2021,4.0,2.0,1,0.0,1.21,True
Montpellier,Paris SG,0:4,8.67,6.52,1.28,2022-05-14,2022-05,france,2022,ligue-1-2021,0.0,4.0,2,2.0,1.28,True
Nice,Lille,1:3,1.7,4.04,4.68,2022-05-14,2022-05,france,2022,ligue-1-2021,1.0,3.0,2,2.0,4.68,False
Rennes,Marseille,2:0,1.92,3.65,3.88,2022-05-14,2022-05,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.92,True
St Etienne,Reims,1:2,2.0,3.47,3.79,2022-05-14,2022-05,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.79,False
Strasbourg,Clermont,1:0,1.42,4.62,7.62,2022-05-14,2022-05,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.42,True
Troyes,Lens,1:3,3.78,3.56,1.98,2022-05-14,2022-05,france,2022,ligue-1-2021,1.0,3.0,2,2.0,1.98,True
Nantes,Rennes,2:1,5.66,4.52,1.53,2022-05-11,2022-05,france,2022,ligue-1-2021,2.0,1.0,1,0.0,5.66,False
Nice,St Etienne,4:2,1.5,4.37,6.44,2022-05-11,2022-05,france,2022,ligue-1-2021,4.0,2.0,1,0.0,1.5,True
Angers,Bordeaux,4:1,2.4,3.41,2.92,2022-05-08,2022-05,france,2022,ligue-1-2021,4.0,1.0,1,0.0,2.4,True
Clermont,Montpellier,2:1,1.63,4.08,5.19,2022-05-08,2022-05,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.63,True
Lorient,Marseille,0:3,3.67,3.55,2.0,2022-05-08,2022-05,france,2022,ligue-1-2021,0.0,3.0,2,2.0,2.0,True
Metz,Lyon,3:2,8.55,6.1,1.3,2022-05-08,2022-05,france,2022,ligue-1-2021,3.0,2.0,1,0.0,8.55,False
Paris SG,Troyes,2:2,1.16,8.45,15.24,2022-05-08,2022-05,france,2022,ligue-1-2021,2.0,2.0,N,1.0,8.45,False
Reims,Lens,1:2,3.3,3.34,2.23,2022-05-08,2022-05,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.23,True
Brest,Strasbourg,0:1,3.89,3.6,1.93,2022-05-07,2022-05,france,2022,ligue-1-2021,0.0,1.0,2,2.0,1.93,True
Lille,Monaco,1:2,3.68,3.58,2.0,2022-05-06,2022-05,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.0,True
Bordeaux,Nice,0:1,3.18,3.49,2.22,2022-05-01,2022-05,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.22,True
Brest,Clermont,2:0,2.79,3.22,2.61,2022-05-01,2022-05,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.79,False
Lorient,Reims,1:2,2.18,3.25,3.54,2022-05-01,2022-05,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.54,False
Marseille,Lyon,0:3,2.37,3.52,2.9,2022-05-01,2022-05,france,2022,ligue-1-2021,0.0,3.0,2,2.0,2.9,False
Monaco,Angers,2:0,1.32,5.47,9.23,2022-05-01,2022-05,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.32,True
Montpellier,Metz,2:2,1.81,3.83,4.23,2022-05-01,2022-05,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.83,False
Troyes,Lille,3:0,3.39,3.26,2.23,2022-05-01,2022-05,france,2022,ligue-1-2021,3.0,0.0,1,0.0,3.39,False
Lens,Nantes,2:2,1.63,4.09,5.21,2022-04-30,2022-04,france,2022,ligue-1-2021,2.0,2.0,N,1.0,4.09,False
Rennes,St Etienne,2:0,1.29,5.78,9.33,2022-04-30,2022-04,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.29,True
Strasbourg,Paris SG,3:3,3.52,3.72,2.0,2022-04-29,2022-04,france,2022,ligue-1-2021,3.0,3.0,N,1.0,3.72,False
Clermont,Angers,2:2,2.11,3.23,3.73,2022-04-24,2022-04,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.23,False
Lille,Strasbourg,1:0,2.72,3.14,2.76,2022-04-24,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.72,True
Metz,Brest,0:1,2.64,3.23,2.76,2022-04-24,2022-04,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.76,False
Nantes,Bordeaux,5:3,2.1,3.62,3.36,2022-04-24,2022-04,france,2022,ligue-1-2021,5.0,3.0,1,0.0,2.1,True
Nice,Troyes,1:0,1.47,4.43,6.92,2022-04-24,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.47,True
Reims,Marseille,0:1,4.09,3.43,1.95,2022-04-24,2022-04,france,2022,ligue-1-2021,0.0,1.0,2,2.0,1.95,True
Rennes,Lorient,5:0,1.35,5.25,8.55,2022-04-24,2022-04,france,2022,ligue-1-2021,5.0,0.0,1,0.0,1.35,True
Lyon,Montpellier,5:2,1.37,5.43,7.4,2022-04-23,2022-04,france,2022,ligue-1-2021,5.0,2.0,1,0.0,1.37,True
Paris SG,Lens,1:1,1.24,6.63,10.42,2022-04-23,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,6.63,False
St Etienne,Monaco,1:4,4.48,4.06,1.72,2022-04-23,2022-04,france,2022,ligue-1-2021,1.0,4.0,2,2.0,1.72,True
Angers,Paris SG,0:3,6.27,4.57,1.49,2022-04-20,2022-04,france,2022,ligue-1-2021,0.0,3.0,2,2.0,1.49,True
Bordeaux,St Etienne,2:2,2.39,3.41,2.96,2022-04-20,2022-04,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.41,False
Brest,Lyon,2:1,4.22,4.18,1.74,2022-04-20,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,4.22,False
Lens,Montpellier,2:0,1.46,4.44,7.18,2022-04-20,2022-04,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.46,True
Lorient,Metz,1:0,1.54,4.06,6.4,2022-04-20,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.54,True
Marseille,Nantes,3:2,1.56,4.2,5.84,2022-04-20,2022-04,france,2022,ligue-1-2021,3.0,2.0,1,0.0,1.56,True
Monaco,Nice,1:0,1.79,3.7,4.55,2022-04-20,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.79,True
Reims,Lille,2:1,2.92,3.0,2.67,2022-04-20,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.92,False
Strasbourg,Rennes,2:1,2.55,3.29,2.83,2022-04-20,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.55,True
Troyes,Clermont,0:1,2.3,3.26,3.24,2022-04-20,2022-04,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.24,False
Lyon,Bordeaux,6:1,1.37,5.2,7.74,2022-04-17,2022-04,france,2022,ligue-1-2021,6.0,1.0,1,0.0,1.37,True
Metz,Clermont,1:1,2.81,3.03,2.75,2022-04-17,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.03,False
Montpellier,Reims,0:0,2.35,3.27,3.13,2022-04-17,2022-04,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.27,False
Nantes,Angers,1:1,2.01,3.31,3.98,2022-04-17,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.31,False
Nice,Lorient,2:1,1.65,4.0,5.2,2022-04-17,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.65,True
Paris SG,Marseille,2:1,1.41,5.17,6.86,2022-04-17,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.41,True
Troyes,Strasbourg,1:1,3.92,3.22,2.06,2022-04-17,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.22,False
Lille,Lens,1:2,1.93,3.49,4.11,2022-04-16,2022-04,france,2022,ligue-1-2021,1.0,2.0,2,2.0,4.11,False
St Etienne,Brest,2:1,2.2,3.31,3.41,2022-04-16,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.2,True
Rennes,Monaco,2:3,2.09,3.65,3.34,2022-04-15,2022-04,france,2022,ligue-1-2021,2.0,3.0,2,2.0,3.34,False
Angers,Lille,1:1,3.8,3.17,2.11,2022-04-10,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.17,False
Bordeaux,Metz,3:1,1.9,3.43,4.26,2022-04-10,2022-04,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.9,True
Brest,Nantes,1:1,2.7,3.17,2.75,2022-04-10,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.17,False
Lens,Nice,3:0,2.44,3.26,2.99,2022-04-10,2022-04,france,2022,ligue-1-2021,3.0,0.0,1,0.0,2.44,True
Marseille,Montpellier,2:0,1.46,4.64,6.61,2022-04-10,2022-04,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.46,True
Monaco,Troyes,2:1,1.35,5.09,8.79,2022-04-10,2022-04,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.35,True
Strasbourg,Lyon,1:1,2.47,3.33,2.9,2022-04-10,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.33,False
Clermont,Paris SG,1:6,10.75,6.41,1.25,2022-04-09,2022-04,france,2022,ligue-1-2021,1.0,6.0,2,2.0,1.25,True
Reims,Rennes,2:3,4.78,3.55,1.78,2022-04-09,2022-04,france,2022,ligue-1-2021,2.0,3.0,2,2.0,1.78,True
Lorient,St Etienne,6:2,2.13,3.17,3.76,2022-04-08,2022-04,france,2022,ligue-1-2021,6.0,2.0,1,0.0,2.13,True
Clermont,Nantes,2:3,2.61,3.11,2.9,2022-04-03,2022-04,france,2022,ligue-1-2021,2.0,3.0,2,2.0,2.9,False
Lyon,Angers,3:2,1.38,4.93,8.08,2022-04-03,2022-04,france,2022,ligue-1-2021,3.0,2.0,1,0.0,1.38,True
Metz,Monaco,1:2,7.48,4.16,1.48,2022-04-03,2022-04,france,2022,ligue-1-2021,1.0,2.0,2,2.0,1.48,True
Montpellier,Brest,1:2,2.05,3.45,3.65,2022-04-03,2022-04,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.65,False
Paris SG,Lorient,5:1,1.17,7.81,15.58,2022-04-03,2022-04,france,2022,ligue-1-2021,5.0,1.0,1,0.0,1.17,True
St Etienne,Marseille,2:4,3.37,3.15,2.29,2022-04-03,2022-04,france,2022,ligue-1-2021,2.0,4.0,2,2.0,2.29,True
Strasbourg,Lens,1:0,2.11,3.34,3.6,2022-04-03,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.11,True
Troyes,Reims,1:0,2.6,2.93,3.09,2022-04-03,2022-04,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.6,True
Lille,Bordeaux,0:0,1.47,4.35,6.96,2022-04-02,2022-04,france,2022,ligue-1-2021,0.0,0.0,N,1.0,4.35,False
Nice,Rennes,1:1,2.84,3.26,2.55,2022-04-02,2022-04,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.26,False
Angers,Brest,1:0,2.4,3.05,3.26,2022-03-20,2022-03,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.4,True
Bordeaux,Montpellier,0:2,2.46,3.35,2.88,2022-03-20,2022-03,france,2022,ligue-1-2021,0.0,2.0,2,2.0,2.88,False
