home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
Leeds,Burnley,3:1,2.05,3.58,3.62,2022-01-02,2022-01,england,2022,premier-league-2021,3.0,1.0,1,0.0,2.05,True
Arsenal,Manchester City,1:2,5.21,4.2,1.63,2022-01-01,2022-01,england,2022,premier-league-2021,1.0,2.0,2,2.0,1.63,True
Crystal Palace,West Ham,2:3,3.41,3.32,2.22,2022-01-01,2022-01,england,2022,premier-league-2021,2.0,3.0,2,2.0,2.22,True
Watford,Tottenham,0:1,5.66,4.1,1.61,2022-01-01,2022-01,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.61,True
Manchester Utd,Burnley,3:1,1.37,5.0,8.93,2021-12-30,2021-12,england,2022,premier-league-2021,3.0,1.0,1,0.0,1.37,True
Brentford,Manchester City,0:1,16.43,8.32,1.17,2021-12-29,2021-12,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.17,True
Chelsea,Brighton,1:1,1.35,4.95,10.19,2021-12-29,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.95,False
Crystal Palace,Norwich,3:0,1.74,3.55,5.29,2021-12-28,2021-12,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.74,True
Leicester,Liverpool,1:0,8.71,6.12,1.31,2021-12-28,2021-12,england,2022,premier-league-2021,1.0,0.0,1,0.0,8.71,False
Southampton,Tottenham,1:1,3.7,3.41,2.09,2021-12-28,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.41,False
Watford,West Ham,1:4,3.54,3.69,2.05,2021-12-28,2021-12,england,2022,premier-league-2021,1.0,4.0,2,2.0,2.05,True
Newcastle,Manchester Utd,1:1,6.43,4.66,1.49,2021-12-27,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.66,False
Aston Villa,Chelsea,1:3,5.17,3.76,1.72,2021-12-26,2021-12,england,2022,premier-league-2021,1.0,3.0,2,2.0,1.72,True
Brighton,Brentford,2:0,1.95,3.4,4.26,2021-12-26,2021-12,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.95,True
Manchester City,Leicester,6:3,1.13,9.87,18.12,2021-12-26,2021-12,england,2022,premier-league-2021,6.0,3.0,1,0.0,1.13,True
Norwich,Arsenal,0:5,6.46,4.45,1.51,2021-12-26,2021-12,england,2022,premier-league-2021,0.0,5.0,2,2.0,1.51,True
Tottenham,Crystal Palace,3:0,1.71,3.8,5.12,2021-12-26,2021-12,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.71,True
West Ham,Southampton,2:3,1.95,3.66,3.91,2021-12-26,2021-12,england,2022,premier-league-2021,2.0,3.0,2,2.0,3.91,False
Newcastle,Manchester City,0:4,20.71,9.41,1.13,2021-12-19,2021-12,england,2022,premier-league-2021,0.0,4.0,2,2.0,1.13,True
Tottenham,Liverpool,2:2,4.85,4.14,1.68,2021-12-19,2021-12,england,2022,premier-league-2021,2.0,2.0,N,1.0,4.14,False
Wolves,Chelsea,0:0,5.43,3.41,1.77,2021-12-19,2021-12,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.41,False
Leeds,Arsenal,1:4,5.79,4.31,1.57,2021-12-18,2021-12,england,2022,premier-league-2021,1.0,4.0,2,2.0,1.57,True
Chelsea,Everton,1:1,1.2,6.81,16.66,2021-12-16,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,6.81,False
Liverpool,Newcastle,3:1,1.11,10.61,24.47,2021-12-16,2021-12,england,2022,premier-league-2021,3.0,1.0,1,0.0,1.11,True
Arsenal,West Ham,2:0,2.08,3.57,3.55,2021-12-15,2021-12,england,2022,premier-league-2021,2.0,0.0,1,0.0,2.08,True
Brighton,Wolves,0:1,2.06,3.18,4.19,2021-12-15,2021-12,england,2022,premier-league-2021,0.0,1.0,2,2.0,4.19,False
Crystal Palace,Southampton,2:2,2.09,3.37,3.75,2021-12-15,2021-12,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.37,False
Manchester City,Leeds,7:0,1.15,9.05,17.43,2021-12-14,2021-12,england,2022,premier-league-2021,7.0,0.0,1,0.0,1.15,True
Norwich,Aston Villa,0:2,3.71,3.36,2.11,2021-12-14,2021-12,england,2022,premier-league-2021,0.0,2.0,2,2.0,2.11,True
Burnley,West Ham,0:0,3.43,3.45,2.16,2021-12-12,2021-12,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.45,False
Crystal Palace,Everton,3:1,2.23,3.19,3.55,2021-12-12,2021-12,england,2022,premier-league-2021,3.0,1.0,1,0.0,2.23,True
Leicester,Newcastle,4:0,1.73,4.0,4.65,2021-12-12,2021-12,england,2022,premier-league-2021,4.0,0.0,1,0.0,1.73,True
Arsenal,Southampton,3:0,1.75,3.89,4.71,2021-12-11,2021-12,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.75,True
Chelsea,Leeds,3:2,1.24,6.59,12.87,2021-12-11,2021-12,england,2022,premier-league-2021,3.0,2.0,1,0.0,1.24,True
Liverpool,Aston Villa,1:0,1.24,6.72,11.96,2021-12-11,2021-12,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.24,True
Manchester City,Wolves,1:0,1.17,7.74,18.3,2021-12-11,2021-12,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.17,True
Norwich,Manchester Utd,0:1,7.31,4.88,1.43,2021-12-11,2021-12,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.43,True
Brentford,Watford,2:1,2.52,3.32,2.91,2021-12-10,2021-12,england,2022,premier-league-2021,2.0,1.0,1,0.0,2.52,True
Everton,Arsenal,2:1,3.51,3.43,2.16,2021-12-06,2021-12,england,2022,premier-league-2021,2.0,1.0,1,0.0,3.51,False
Aston Villa,Leicester,2:1,2.24,3.44,3.27,2021-12-05,2021-12,england,2022,premier-league-2021,2.0,1.0,1,0.0,2.24,True
Leeds,Brentford,2:2,1.82,3.5,4.8,2021-12-05,2021-12,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.5,False
Manchester Utd,Crystal Palace,1:0,1.52,4.44,6.39,2021-12-05,2021-12,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.52,True
Tottenham,Norwich,3:0,1.45,4.51,7.58,2021-12-05,2021-12,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.45,True
Newcastle,Burnley,1:0,2.35,3.43,3.07,2021-12-04,2021-12,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.35,True
Southampton,Brighton,1:1,2.54,3.16,3.01,2021-12-04,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.16,False
Watford,Manchester City,1:3,13.45,7.13,1.21,2021-12-04,2021-12,england,2022,premier-league-2021,1.0,3.0,2,2.0,1.21,True
West Ham,Chelsea,3:2,4.82,3.65,1.79,2021-12-04,2021-12,england,2022,premier-league-2021,3.0,2.0,1,0.0,4.82,False
Wolves,Liverpool,0:1,8.49,5.06,1.38,2021-12-04,2021-12,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.38,True
Manchester Utd,Arsenal,3:2,2.08,3.65,3.47,2021-12-02,2021-12,england,2022,premier-league-2021,3.0,2.0,1,0.0,2.08,True
Tottenham,Brentford,2:0,1.66,3.9,5.5,2021-12-02,2021-12,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.66,True
Aston Villa,Manchester City,1:2,7.37,4.65,1.45,2021-12-01,2021-12,england,2022,premier-league-2021,1.0,2.0,2,2.0,1.45,True
Everton,Liverpool,1:4,8.56,5.14,1.37,2021-12-01,2021-12,england,2022,premier-league-2021,1.0,4.0,2,2.0,1.37,True
Southampton,Leicester,2:2,2.33,3.46,3.1,2021-12-01,2021-12,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.46,False
Watford,Chelsea,1:2,9.78,5.32,1.33,2021-12-01,2021-12,england,2022,premier-league-2021,1.0,2.0,2,2.0,1.33,True
West Ham,Brighton,1:1,1.98,3.42,4.11,2021-12-01,2021-12,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.42,False
Wolves,Burnley,0:0,1.94,3.37,4.35,2021-12-01,2021-12,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.37,False
Leeds,Crystal Palace,1:0,2.25,3.35,3.34,2021-11-30,2021-11,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.25,True
Newcastle,Norwich,1:1,2.1,3.51,3.6,2021-11-30,2021-11,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.51,False
Brentford,Everton,1:0,2.23,3.23,3.51,2021-11-28,2021-11,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.23,True
Chelsea,Manchester Utd,1:1,1.55,4.18,6.29,2021-11-28,2021-11,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.18,False
Leicester,Watford,4:2,1.7,3.88,5.15,2021-11-28,2021-11,england,2022,premier-league-2021,4.0,2.0,1,0.0,1.7,True
Manchester City,West Ham,2:1,1.27,6.16,10.86,2021-11-28,2021-11,england,2022,premier-league-2021,2.0,1.0,1,0.0,1.27,True
Arsenal,Newcastle,2:0,1.51,4.54,6.28,2021-11-27,2021-11,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.51,True
Brighton,Leeds,0:0,2.18,3.34,3.52,2021-11-27,2021-11,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.34,False
Crystal Palace,Aston Villa,1:2,2.31,3.24,3.32,2021-11-27,2021-11,england,2022,premier-league-2021,1.0,2.0,2,2.0,3.32,False
Liverpool,Southampton,4:0,1.25,6.5,11.3,2021-11-27,2021-11,england,2022,premier-league-2021,4.0,0.0,1,0.0,1.25,True
Norwich,Wolves,0:0,3.6,3.29,2.18,2021-11-27,2021-11,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.29,False
Manchester City,Everton,3:0,1.2,7.1,14.43,2021-11-21,2021-11,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.2,True
Tottenham,Leeds,2:1,1.61,4.05,5.8,2021-11-21,2021-11,england,2022,premier-league-2021,2.0,1.0,1,0.0,1.61,True
Aston Villa,Brighton,2:0,2.46,3.3,3.01,2021-11-20,2021-11,england,2022,premier-league-2021,2.0,0.0,1,0.0,2.46,True
Burnley,Crystal Palace,3:3,2.82,3.19,2.68,2021-11-20,2021-11,england,2022,premier-league-2021,3.0,3.0,N,1.0,3.19,False
Leicester,Chelsea,0:3,4.92,3.7,1.76,2021-11-20,2021-11,england,2022,premier-league-2021,0.0,3.0,2,2.0,1.76,True
Liverpool,Arsenal,4:0,1.52,4.7,5.88,2021-11-20,2021-11,england,2022,premier-league-2021,4.0,0.0,1,0.0,1.52,True
Newcastle,Brentford,3:3,2.47,3.4,2.91,2021-11-20,2021-11,england,2022,premier-league-2021,3.0,3.0,N,1.0,3.4,False
Norwich,Southampton,2:1,3.54,3.45,2.13,2021-11-20,2021-11,england,2022,premier-league-2021,2.0,1.0,1,0.0,3.54,False
Watford,Manchester Utd,4:1,6.45,4.6,1.49,2021-11-20,2021-11,england,2022,premier-league-2021,4.0,1.0,1,0.0,6.45,False
Wolves,West Ham,1:0,3.15,3.26,2.4,2021-11-20,2021-11,england,2022,premier-league-2021,1.0,0.0,1,0.0,3.15,False
Arsenal,Watford,1:0,1.45,4.74,7.12,2021-11-07,2021-11,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.45,True
Everton,Tottenham,0:0,3.4,3.29,2.25,2021-11-07,2021-11,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.29,False
Leeds,Leicester,1:1,2.66,3.46,2.66,2021-11-07,2021-11,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.46,False
West Ham,Liverpool,3:2,4.48,4.21,1.73,2021-11-07,2021-11,england,2022,premier-league-2021,3.0,2.0,1,0.0,4.48,False
Brentford,Norwich,1:2,1.64,3.97,5.54,2021-11-06,2021-11,england,2022,premier-league-2021,1.0,2.0,2,2.0,5.54,False
Brighton,Newcastle,1:1,1.61,4.1,5.8,2021-11-06,2021-11,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.1,False
Chelsea,Burnley,1:1,1.27,5.7,12.68,2021-11-06,2021-11,england,2022,premier-league-2021,1.0,1.0,N,1.0,5.7,False
Crystal Palace,Wolves,2:0,2.34,3.12,3.4,2021-11-06,2021-11,england,2022,premier-league-2021,2.0,0.0,1,0.0,2.34,True
Manchester Utd,Manchester City,0:2,4.71,4.13,1.71,2021-11-06,2021-11,england,2022,premier-league-2021,0.0,2.0,2,2.0,1.71,True
Southampton,Aston Villa,1:0,2.06,3.64,3.56,2021-11-05,2021-11,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.06,True
Wolves,Everton,2:1,2.23,3.2,3.58,2021-11-01,2021-11,england,2022,premier-league-2021,2.0,1.0,1,0.0,2.23,True
Aston Villa,West Ham,1:4,2.98,3.5,2.38,2021-10-31,2021-10,england,2022,premier-league-2021,1.0,4.0,2,2.0,2.38,True
Norwich,Leeds,1:2,3.6,3.65,2.04,2021-10-31,2021-10,england,2022,premier-league-2021,1.0,2.0,2,2.0,2.04,True
Burnley,Brentford,3:1,2.63,3.15,2.9,2021-10-30,2021-10,england,2022,premier-league-2021,3.0,1.0,1,0.0,2.63,True
Leicester,Arsenal,0:2,2.52,3.49,2.79,2021-10-30,2021-10,england,2022,premier-league-2021,0.0,2.0,2,2.0,2.79,False
Liverpool,Brighton,2:2,1.27,6.17,10.6,2021-10-30,2021-10,england,2022,premier-league-2021,2.0,2.0,N,1.0,6.17,False
Manchester City,Crystal Palace,0:2,1.14,8.7,19.94,2021-10-30,2021-10,england,2022,premier-league-2021,0.0,2.0,2,2.0,19.94,False
Newcastle,Chelsea,0:3,7.93,4.56,1.44,2021-10-30,2021-10,england,2022,premier-league-2021,0.0,3.0,2,2.0,1.44,True
Tottenham,Manchester Utd,0:3,3.12,3.6,2.25,2021-10-30,2021-10,england,2022,premier-league-2021,0.0,3.0,2,2.0,2.25,True
Watford,Southampton,0:1,3.23,3.46,2.25,2021-10-30,2021-10,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.25,True
Brentford,Leicester,1:2,2.79,3.4,2.59,2021-10-24,2021-10,england,2022,premier-league-2021,1.0,2.0,2,2.0,2.59,True
Manchester Utd,Liverpool,0:5,2.97,3.59,2.36,2021-10-24,2021-10,england,2022,premier-league-2021,0.0,5.0,2,2.0,2.36,True
West Ham,Tottenham,1:0,2.29,3.51,3.14,2021-10-24,2021-10,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.29,True
Brighton,Manchester City,1:4,8.33,4.83,1.4,2021-10-23,2021-10,england,2022,premier-league-2021,1.0,4.0,2,2.0,1.4,True
Chelsea,Norwich,7:0,1.22,6.55,14.7,2021-10-23,2021-10,england,2022,premier-league-2021,7.0,0.0,1,0.0,1.22,True
Crystal Palace,Newcastle,1:1,1.91,3.55,4.28,2021-10-23,2021-10,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.55,False
Everton,Watford,2:5,1.79,3.61,4.86,2021-10-23,2021-10,england,2022,premier-league-2021,2.0,5.0,2,2.0,4.86,False
Leeds,Wolves,1:1,2.44,3.4,2.97,2021-10-23,2021-10,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.4,False
Southampton,Burnley,2:2,1.97,3.61,3.94,2021-10-23,2021-10,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.61,False
Arsenal,Aston Villa,3:1,1.97,3.65,3.92,2021-10-22,2021-10,england,2022,premier-league-2021,3.0,1.0,1,0.0,1.97,True
Arsenal,Crystal Palace,2:2,1.61,4.03,5.9,2021-10-18,2021-10,england,2022,premier-league-2021,2.0,2.0,N,1.0,4.03,False
Everton,West Ham,0:1,2.85,3.28,2.6,2021-10-17,2021-10,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.6,True
Newcastle,Tottenham,2:3,3.56,3.62,2.07,2021-10-17,2021-10,england,2022,premier-league-2021,2.0,3.0,2,2.0,2.07,True
Aston Villa,Wolves,2:3,2.13,3.22,3.86,2021-10-16,2021-10,england,2022,premier-league-2021,2.0,3.0,2,2.0,3.86,False
Brentford,Chelsea,0:1,5.64,3.84,1.66,2021-10-16,2021-10,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.66,True
Leicester,Manchester Utd,4:2,3.67,3.76,1.99,2021-10-16,2021-10,england,2022,premier-league-2021,4.0,2.0,1,0.0,3.67,False
Manchester City,Burnley,2:0,1.14,9.07,19.27,2021-10-16,2021-10,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.14,True
Norwich,Brighton,0:0,3.99,3.51,1.98,2021-10-16,2021-10,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.51,False
Southampton,Leeds,1:0,2.15,3.59,3.37,2021-10-16,2021-10,england,2022,premier-league-2021,1.0,0.0,1,0.0,2.15,True
Watford,Liverpool,0:5,8.61,5.55,1.34,2021-10-16,2021-10,england,2022,premier-league-2021,0.0,5.0,2,2.0,1.34,True
Crystal Palace,Leicester,2:2,2.82,3.25,2.64,2021-10-03,2021-10,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.25,False
Liverpool,Manchester City,2:2,3.0,3.56,2.34,2021-10-03,2021-10,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.56,False
Tottenham,Aston Villa,2:1,2.09,3.43,3.68,2021-10-03,2021-10,england,2022,premier-league-2021,2.0,1.0,1,0.0,2.09,True
West Ham,Brentford,1:2,1.77,3.72,4.81,2021-10-03,2021-10,england,2022,premier-league-2021,1.0,2.0,2,2.0,4.81,False
Brighton,Arsenal,0:0,3.27,3.28,2.32,2021-10-02,2021-10,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.28,False
Burnley,Norwich,0:0,1.96,3.55,4.0,2021-10-02,2021-10,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.55,False
Chelsea,Southampton,3:1,1.42,4.73,7.98,2021-10-02,2021-10,england,2022,premier-league-2021,3.0,1.0,1,0.0,1.42,True
Leeds,Watford,1:0,1.75,3.94,4.61,2021-10-02,2021-10,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.75,True
Manchester Utd,Everton,1:1,1.54,4.22,6.54,2021-10-02,2021-10,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.22,False
Wolves,Newcastle,2:1,1.77,3.73,4.81,2021-10-02,2021-10,england,2022,premier-league-2021,2.0,1.0,1,0.0,1.77,True
Crystal Palace,Brighton,1:1,2.89,3.09,2.69,2021-09-27,2021-09,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.09,False
Arsenal,Tottenham,3:1,2.2,3.38,3.45,2021-09-26,2021-09,england,2022,premier-league-2021,3.0,1.0,1,0.0,2.2,True
Southampton,Wolves,0:1,2.19,3.3,3.55,2021-09-26,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,3.55,False
Brentford,Liverpool,3:3,7.63,4.96,1.41,2021-09-25,2021-09,england,2022,premier-league-2021,3.0,3.0,N,1.0,4.96,False
Chelsea,Manchester City,0:1,2.91,3.16,2.62,2021-09-25,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.62,True
Everton,Norwich,2:0,1.69,3.77,5.49,2021-09-25,2021-09,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.69,True
Leeds,West Ham,1:2,2.95,3.57,2.36,2021-09-25,2021-09,england,2022,premier-league-2021,1.0,2.0,2,2.0,2.36,True
Leicester,Burnley,2:2,1.68,3.87,5.37,2021-09-25,2021-09,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.87,False
Manchester Utd,Aston Villa,0:1,1.4,5.01,7.91,2021-09-25,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,7.91,False
Watford,Newcastle,1:1,2.12,3.47,3.55,2021-09-25,2021-09,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.47,False
Brighton,Leicester,2:1,2.51,3.21,3.01,2021-09-19,2021-09,england,2022,premier-league-2021,2.0,1.0,1,0.0,2.51,True
Tottenham,Chelsea,0:3,4.17,3.41,1.97,2021-09-19,2021-09,england,2022,premier-league-2021,0.0,3.0,2,2.0,1.97,True
West Ham,Manchester Utd,1:2,4.38,3.77,1.82,2021-09-19,2021-09,england,2022,premier-league-2021,1.0,2.0,2,2.0,1.82,True
Aston Villa,Everton,3:0,2.16,3.38,3.53,2021-09-18,2021-09,england,2022,premier-league-2021,3.0,0.0,1,0.0,2.16,True
Burnley,Arsenal,0:1,3.76,3.63,2.01,2021-09-18,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.01,True
Liverpool,Crystal Palace,3:0,1.28,6.06,10.74,2021-09-18,2021-09,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.28,True
Manchester City,Southampton,0:0,1.17,8.08,16.2,2021-09-18,2021-09,england,2022,premier-league-2021,0.0,0.0,N,1.0,8.08,False
Norwich,Watford,1:3,2.29,3.29,3.32,2021-09-18,2021-09,england,2022,premier-league-2021,1.0,3.0,2,2.0,3.32,False
Wolves,Brentford,0:2,1.82,3.35,5.13,2021-09-18,2021-09,england,2022,premier-league-2021,0.0,2.0,2,2.0,5.13,False
Newcastle,Leeds,1:1,3.08,3.66,2.25,2021-09-17,2021-09,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.66,False
Everton,Burnley,3:1,1.77,3.51,5.24,2021-09-13,2021-09,england,2022,premier-league-2021,3.0,1.0,1,0.0,1.77,True
Leeds,Liverpool,0:3,4.86,4.32,1.65,2021-09-12,2021-09,england,2022,premier-league-2021,0.0,3.0,2,2.0,1.65,True
Arsenal,Norwich,1:0,1.41,4.9,7.91,2021-09-11,2021-09,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.41,True
Brentford,Brighton,0:1,3.05,3.01,2.64,2021-09-11,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.64,True
Chelsea,Aston Villa,3:0,1.34,5.29,9.64,2021-09-11,2021-09,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.34,True
Crystal Palace,Tottenham,3:0,3.91,3.31,2.07,2021-09-11,2021-09,england,2022,premier-league-2021,3.0,0.0,1,0.0,3.91,False
Leicester,Manchester City,0:1,5.55,4.01,1.63,2021-09-11,2021-09,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.63,True
Manchester Utd,Newcastle,4:1,1.19,7.37,15.93,2021-09-11,2021-09,england,2022,premier-league-2021,4.0,1.0,1,0.0,1.19,True
Southampton,West Ham,0:0,3.07,3.52,2.32,2021-09-11,2021-09,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.52,False
Watford,Wolves,0:2,3.59,3.16,2.23,2021-09-11,2021-09,england,2022,premier-league-2021,0.0,2.0,2,2.0,2.23,True
Burnley,Leeds,1:1,3.27,3.54,2.21,2021-08-29,2021-08,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.54,False
Tottenham,Watford,1:0,1.45,4.45,7.77,2021-08-29,2021-08,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.45,True
Wolves,Manchester Utd,0:1,4.95,3.7,1.76,2021-08-29,2021-08,england,2022,premier-league-2021,0.0,1.0,2,2.0,1.76,True
Aston Villa,Brentford,1:1,2.07,3.29,3.92,2021-08-28,2021-08,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.29,False
Brighton,Everton,0:2,2.3,3.23,3.37,2021-08-28,2021-08,england,2022,premier-league-2021,0.0,2.0,2,2.0,3.37,False
Liverpool,Chelsea,1:1,2.42,3.31,3.05,2021-08-28,2021-08,england,2022,premier-league-2021,1.0,1.0,N,1.0,3.31,False
Manchester City,Arsenal,5:0,1.34,5.21,9.74,2021-08-28,2021-08,england,2022,premier-league-2021,5.0,0.0,1,0.0,1.34,True
Newcastle,Southampton,2:2,2.43,3.54,2.87,2021-08-28,2021-08,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.54,False
Norwich,Leicester,1:2,4.22,3.62,1.9,2021-08-28,2021-08,england,2022,premier-league-2021,1.0,2.0,2,2.0,1.9,True
West Ham,Crystal Palace,2:2,1.56,4.09,6.4,2021-08-28,2021-08,england,2022,premier-league-2021,2.0,2.0,N,1.0,4.09,False
West Ham,Leicester,4:1,2.46,3.46,2.9,2021-08-23,2021-08,england,2022,premier-league-2021,4.0,1.0,1,0.0,2.46,True
Arsenal,Chelsea,0:2,4.55,3.54,1.86,2021-08-22,2021-08,england,2022,premier-league-2021,0.0,2.0,2,2.0,1.86,True
Southampton,Manchester Utd,1:1,5.43,4.3,1.61,2021-08-22,2021-08,england,2022,premier-league-2021,1.0,1.0,N,1.0,4.3,False
Wolves,Tottenham,0:1,2.94,3.07,2.68,2021-08-22,2021-08,england,2022,premier-league-2021,0.0,1.0,2,2.0,2.68,True
Aston Villa,Newcastle,2:0,1.83,3.9,4.2,2021-08-21,2021-08,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.83,True
Brighton,Watford,2:0,1.74,3.58,5.39,2021-08-21,2021-08,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.74,True
Crystal Palace,Brentford,0:0,2.66,3.16,2.88,2021-08-21,2021-08,england,2022,premier-league-2021,0.0,0.0,N,1.0,3.16,False
Leeds,Everton,2:2,2.12,3.5,3.55,2021-08-21,2021-08,england,2022,premier-league-2021,2.0,2.0,N,1.0,3.5,False
Liverpool,Burnley,2:0,1.24,6.6,12.15,2021-08-21,2021-08,england,2022,premier-league-2021,2.0,0.0,1,0.0,1.24,True
Manchester City,Norwich,5:0,1.12,10.08,23.0,2021-08-21,2021-08,england,2022,premier-league-2021,5.0,0.0,1,0.0,1.12,True
Newcastle,West Ham,2:4,3.37,3.49,2.19,2021-08-15,2021-08,england,2022,premier-league-2021,2.0,4.0,2,2.0,2.19,True
Tottenham,Manchester City,1:0,5.95,4.12,1.59,2021-08-15,2021-08,england,2022,premier-league-2021,1.0,0.0,1,0.0,5.95,False
Burnley,Brighton,1:2,3.18,3.1,2.48,2021-08-14,2021-08,england,2022,premier-league-2021,1.0,2.0,2,2.0,2.48,True
Chelsea,Crystal Palace,3:0,1.33,5.18,10.66,2021-08-14,2021-08,england,2022,premier-league-2021,3.0,0.0,1,0.0,1.33,True
Everton,Southampton,3:1,2.04,3.38,3.95,2021-08-14,2021-08,england,2022,premier-league-2021,3.0,1.0,1,0.0,2.04,True
Leicester,Wolves,1:0,1.74,3.73,5.06,2021-08-14,2021-08,england,2022,premier-league-2021,1.0,0.0,1,0.0,1.74,True
Manchester Utd,Leeds,5:1,1.64,4.19,5.21,2021-08-14,2021-08,england,2022,premier-league-2021,5.0,1.0,1,0.0,1.64,True
Norwich,Liverpool,0:3,6.75,4.85,1.46,2021-08-14,2021-08,england,2022,premier-league-2021,0.0,3.0,2,2.0,1.46,True
Watford,Aston Villa,3:2,3.51,3.3,2.21,2021-08-14,2021-08,england,2022,premier-league-2021,3.0,2.0,1,0.0,3.51,False
Brentford,Arsenal,2:0,3.88,3.27,2.1,2021-08-13,2021-08,england,2022,premier-league-2021,2.0,0.0,1,0.0,3.88,False
Birmingham,Blackburn,1:2,2.56,3.51,2.65,2022-05-07,2022-05,england,2022,championship-2021,1.0,2.0,2,2.0,2.65,False
Bournemouth,Millwall,1:0,1.87,3.73,3.99,2022-05-07,2022-05,england,2022,championship-2021,1.0,0.0,1,0.0,1.87,True
Derby,Cardiff,0:1,2.23,3.43,3.19,2022-05-07,2022-05,england,2022,championship-2021,0.0,1.0,2,2.0,3.19,False
Huddersfield,Bristol City,2:0,2.2,3.63,3.08,2022-05-07,2022-05,england,2022,championship-2021,2.0,0.0,1,0.0,2.2,True
Hull,Nottingham,1:1,3.13,3.39,2.28,2022-05-07,2022-05,england,2022,championship-2021,1.0,1.0,N,1.0,3.39,False
Luton,Reading,1:0,1.58,3.93,6.0,2022-05-07,2022-05,england,2022,championship-2021,1.0,0.0,1,0.0,1.58,True
